isu,full_name,telegram,score
105350,Popov Alina Petrovich,@student_105350,85
105351,Ivanov Polina Dmitrievna,@student_105351,41
105352,Kuznetsov Alexey Alexandrovich,@student_105352,67
105353,Fedorov Dmitry Ivanovich,@student_105353,56
105354,Mikhailov Anastasia Dmitrievna,@student_105354,55
105355,Mikhailov Daria Mikhailovich,@student_105355,68
105356,Sidorov Ksenia Andreevna,@student_105356,43
105357,Vasiliev Egor Alexandrovna,@student_105357,17
105358,Popov Daria Sergeevna,@student_105358,29
105359,Petrov Anna Petrovna,@student_105359,77
105360,Ivanov Ivan Andreevich,@student_105360,56
105361,Ivanov Dmitry Andreevich,@student_105361,28
105362,Fedorov Ivan Andreevna,@student_105362,17
105363,Vasiliev Anastasia Sergeevna,@student_105363,100
105364,Ivanov Elena Petrovich,@student_105364,61
105365,Kuznetsov Polina Petrovich,@student_105365,90
105366,Sokolov Anna Ivanovna,@student_105366,3
105367,Kuznetsov Elena Mikhailovna,@student_105367,99
105368,Mikhailov Andrey Mikhailovich,@student_105368,46
105369,Popov Nikita Andreevna,@student_105369,39
105370,Ivanov Elena Sergeevna,@student_105370,38
105371,Novikov Victoria Andreevna,@student_105371,79
105372,Mikhailov Ivan Ivanovna,@student_105372,82
105373,Volkov Polina Mikhailovna,@student_105373,52
105374,Petrov Egor Alexandrovich,@student_105374,84
105375,Morozov Artem Andreevich,@student_105375,16
105376,Ivanov Mikhail Dmitrievich,@student_105376,26
105377,Lebedev Sofia Ivanovna,@student_105377,18
105378,Volkov Daria Ivanovna,@student_105378,47
105379,Mikhailov Ksenia Dmitrievna,@student_105379,48
105380,Fedorov Victoria Alexandrovich,@student_105380,90
105381,Novikov Dmitry Mikhailovna,@student_105381,69
105382,Popov Sergey Andreevna,@student_105382,83
105383,Ivanov Daria Petrovich,@student_105383,29
105384,Mikhailov Sergey Ivanovna,@student_105384,43
105385,Mikhailov Ksenia Sergeevich,@student_105385,80
105386,Smirnov Ivan Mikhailovich,@student_105386,30
105387,Sidorov Artem Andreevna,@student_105387,59
105388,Fedorov Alexey Petrovich,@student_105388,33
105389,Morozov Alina Petrovich,@student_105389,48
105390,Popov Elena Sergeevich,@student_105390,48
105391,Volkov Egor Dmitrievna,@student_105391,62
105392,Mikhailov Andrey Mikhailovna,@student_105392,25
105393,Alekseev Anastasia Ivanovna,@student_105393,87
105394,Fedorov Elena Ivanovich,@student_105394,13
105395,Petrov Ivan Alexandrovna,@student_105395,17
105396,Ivanov Victoria Dmitrievich,@student_105396,82
105397,Lebedev Anna Andreevna,@student_105397,97
105398,Sidorov Alexey Andreevich,@student_105398,56
105399,Morozov Dmitry Sergeevich,@student_105399,30
105400,Kuznetsov Victoria Andreevich,@student_105400,87
105401,Ivanov Alexey Alexandrovna,@student_105401,25
105402,Petrov Maria Sergeevich,@student_105402,6
105403,Vasiliev Maria Ivanovna,@student_105403,59
105404,Ivanov Andrey Alexandrovich,@student_105404,29
105405,Mikhailov Sergey Petrovna,@student_105405,94
105406,Novikov Nikita Mikhailovich,@student_105406,59
105407,Fedorov Mikhail Ivanovich,@student_105407,70
105408,Novikov Alexey Petrovna,@student_105408,7
105409,Novikov Elena Ivanovich,@student_105409,73
105410,Petrov Andrey Sergeevna,@student_105410,35
105411,Lebedev Anastasia Mikhailovna,@student_105411,10
105412,Sidorov Dmitry Petrovna,@student_105412,43
105413,Morozov Andrey Sergeevich,@student_105413,65
105414,Novikov Sofia Alexandrovich,@student_105414,53
105415,Alekseev Daria Mikhailovna,@student_105415,43
105416,Ivanov Polina Mikhailovich,@student_105416,4
105417,Sidorov Mikhail Sergeevich,@student_105417,69
105418,Novikov Mikhail Petrovich,@student_105418,7
105419,Lebedev Mikhail Petrovich,@student_105419,71
105420,Alekseev Alexey Mikhailovna,@student_105420,73
105421,Smirnov Polina Andreevich,@student_105421,64
105422,Petrov Sergey Dmitrievna,@student_105422,81
105423,Ivanov Sergey Petrovna,@student_105423,91
105424,Fedorov Elena Andreevich,@student_105424,5
105425,Morozov Polina Mikhailovich,@student_105425,51
105426,Smirnov Egor Dmitrievich,@student_105426,42
105427,Sidorov Daria Dmitrievich,@student_105427,73
105428,Sokolov Alina Dmitrievich,@student_105428,27
105429,Smirnov Daria Petrovich,@student_105429,69
105430,Volkov Sofia Petrovich,@student_105430,49
105431,Mikhailov Nikita Mikhailovich,@student_105431,77
105432,Volkov Mikhail Alexandrovich,@student_105432,21
105433,Vasiliev Anna Sergeevna,@student_105433,27
105434,Smirnov Ivan Petrovich,@student_105434,5
105435,Smirnov Sofia Dmitrievna,@student_105435,98
105436,Mikhailov Egor Andreevna,@student_105436,14
105437,Novikov Ksenia Ivanovna,@student_105437,26
105438,Novikov Anastasia Dmitrievich,@student_105438,56
105439,Ivanov Sergey Dmitrievna,@student_105439,50
105440,Sidorov Mikhail Petrovich,@student_105440,78
105441,Lebedev Alexey Dmitrievich,@student_105441,86
105442,Alekseev Polina Dmitrievna,@student_105442,86
105443,Popov Alina Andreevna,@student_105443,23
105444,Petrov Anna Dmitrievna,@student_105444,85
105445,Sidorov Nikita Dmitrievna,@student_105445,6
105446,Fedorov Andrey Ivanovich,@student_105446,24
105447,Morozov Alina Petrovich,@student_105447,46
105448,Smirnov Sofia Dmitrievna,@student_105448,97
105449,Popov Andrey Alexandrovich,@student_105449,76
105450,Vasiliev Ivan Mikhailovna,@student_105450,10
105451,Alekseev Dmitry Ivanovna,@student_105451,31
105452,Fedorov Artem Andreevich,@student_105452,48
105453,Lebedev Sergey Dmitrievich,@student_105453,6
105454,Morozov Sofia Petrovna,@student_105454,2
105455,Morozov Ksenia Mikhailovna,@student_105455,93
105456,Smirnov Elena Andreevich,@student_105456,60
105457,Kuznetsov Sofia Mikhailovna,@student_105457,65
105458,Alekseev Victoria Petrovich,@student_105458,97
105459,Volkov Artem Petrovna,@student_105459,62
105460,Morozov Ksenia Petrovich,@student_105460,0
105461,Smirnov Anna Alexandrovna,@student_105461,65
105462,Sidorov Elena Mikhailovich,@student_105462,37
105463,Morozov Andrey Petrovna,@student_105463,18
105464,Popov Maria Petrovna,@student_105464,92
105465,Kuznetsov Alina Alexandrovna,@student_105465,36
105466,Sidorov Andrey Sergeevna,@student_105466,79
105467,Novikov Elena Petrovich,@student_105467,51
105468,Alekseev Nikita Andreevna,@student_105468,12
105469,Lebedev Polina Petrovna,@student_105469,62
105470,Lebedev Nikita Sergeevich,@student_105470,92
105471,Petrov Sofia Dmitrievich,@student_105471,93
105472,Lebedev Egor Ivanovna,@student_105472,45
105473,Vasiliev Victoria Alexandrovich,@student_105473,96
105474,Novikov Anastasia Petrovna,@student_105474,82
105475,Sokolov Egor Dmitrievich,@student_105475,21
105476,Ivanov Nikita Mikhailovna,@student_105476,94
105477,Fedorov Nikita Ivanovna,@student_105477,76
105478,Ivanov Victoria Andreevna,@student_105478,98
105479,Petrov Victoria Petrovna,@student_105479,56
105480,Sidorov Egor Andreevich,@student_105480,99
105481,Popov Sergey Mikhailovna,@student_105481,18
105482,Alekseev Anastasia Alexandrovich,@student_105482,69
105483,Morozov Anna Sergeevna,@student_105483,13
105484,Sokolov Anna Ivanovna,@student_105484,95
105485,Volkov Daria Andreevich,@student_105485,40
105486,Ivanov Maria Dmitrievich,@student_105486,89
105487,Morozov Victoria Mikhailovna,@student_105487,40
105488,Vasiliev Daria Mikhailovich,@student_105488,28
105489,Fedorov Egor Mikhailovna,@student_105489,22
105490,Vasiliev Anna Andreevna,@student_105490,58
105491,Petrov Mikhail Andreevna,@student_105491,27
105492,Popov Dmitry Dmitrievna,@student_105492,14
105493,Popov Elena Andreevna,@student_105493,22
105494,Kuznetsov Alexey Mikhailovich,@student_105494,100
105495,Kuznetsov Andrey Andreevich,@student_105495,90
105496,Mikhailov Daria Dmitrievna,@student_105496,72
105497,Mikhailov Maria Ivanovna,@student_105497,18
105498,Vasiliev Ksenia Ivanovich,@student_105498,83
105499,Mikhailov Mikhail Petrovich,@student_105499,77
105500,Ivanov Anna Sergeevich,@student_105500,91
105501,Sidorov Ksenia Petrovna,@student_105501,4
105502,Fedorov Alina Dmitrievich,@student_105502,97
105503,Morozov Elena Alexandrovich,@student_105503,12
105504,Vasiliev Ksenia Petrovna,@student_105504,65
105505,Morozov Mikhail Ivanovich,@student_105505,89
105506,Novikov Maria Petrovna,@student_105506,86
105507,Morozov Sofia Dmitrievna,@student_105507,29
105508,Fedorov Anastasia Dmitrievich,@student_105508,57
105509,Fedorov Anna Mikhailovna,@student_105509,40
105510,Smirnov Alexey Alexandrovna,@student_105510,69
105511,Mikhailov Artem Andreevich,@student_105511,94
105512,Fedorov Anastasia Alexandrovna,@student_105512,77
105513,Mikhailov Sergey Sergeevna,@student_105513,72
105514,Sokolov Ivan Mikhailovna,@student_105514,83
105515,Popov Egor Petrovich,@student_105515,94
105516,Smirnov Nikita Andreevich,@student_105516,26
105517,Novikov Anastasia Alexandrovna,@student_105517,53
105518,Petrov Alina Dmitrievich,@student_105518,92
105519,Popov Anna Mikhailovich,@student_105519,46
105520,Sidorov Maria Andreevich,@student_105520,85
105521,Sokolov Anastasia Alexandrovich,@student_105521,33
105522,Ivanov Elena Petrovich,@student_105522,28
105523,Alekseev Daria Ivanovna,@student_105523,81
105524,Morozov Alina Sergeevna,@student_105524,45
105525,Petrov Nikita Sergeevna,@student_105525,25
105526,Fedorov Alexey Ivanovich,@student_105526,36
105527,Smirnov Alina Andreevich,@student_105527,42
105528,Vasiliev Mikhail Andreevna,@student_105528,74
105529,Sidorov Sergey Petrovich,@student_105529,25
105530,Novikov Victoria Mikhailovich,@student_105530,8
105531,Ivanov Artem Dmitrievich,@student_105531,58
105532,Petrov Sergey Ivanovna,@student_105532,28
105533,Popov Sergey Ivanovich,@student_105533,34
105534,Kuznetsov Alina Andreevna,@student_105534,43
105535,Kuznetsov Artem Petrovna,@student_105535,39
105536,Morozov Anastasia Andreevich,@student_105536,11
105537,Petrov Alina Andreevich,@student_105537,33
105538,Novikov Anastasia Andreevich,@student_105538,31
105539,Volkov Petr Alexandrovna,@student_105539,52
105540,Ivanov Sergey Sergeevna,@student_105540,76
105541,Sidorov Sofia Mikhailovna,@student_105541,69
105542,Fedorov Dmitry Petrovna,@student_105542,71
105543,Petrov Mikhail Andreevna,@student_105543,100
105544,Sidorov Elena Ivanovna,@student_105544,59
105545,Sokolov Alina Mikhailovich,@student_105545,59
105546,Fedorov Maria Andreevna,@student_105546,23
105547,Lebedev Sofia Mikhailovna,@student_105547,37
105548,Sokolov Ivan Andreevna,@student_105548,82
105549,Kuznetsov Petr Sergeevna,@student_105549,67
105550,Sokolov Dmitry Andreevna,@student_105550,43
105551,Fedorov Alina Ivanovna,@student_105551,9
105552,Alekseev Sofia Andreevna,@student_105552,61
105553,Alekseev Alina Dmitrievich,@student_105553,17
105554,Sidorov Polina Dmitrievich,@student_105554,45
105555,Morozov Artem Ivanovich,@student_105555,36
105556,Petrov Nikita Dmitrievna,@student_105556,52
105557,Fedorov Alexey Dmitrievna,@student_105557,42
105558,Kuznetsov Sofia Petrovich,@student_105558,50
105559,Vasiliev Dmitry Mikhailovna,@student_105559,36
105560,Ivanov Artem Mikhailovna,@student_105560,67
105561,Novikov Victoria Petrovich,@student_105561,55
105562,Kuznetsov Sofia Alexandrovna,@student_105562,7
105563,Sidorov Anastasia Mikhailovich,@student_105563,31
105564,Sidorov Nikita Ivanovich,@student_105564,22
105565,Sidorov Petr Mikhailovna,@student_105565,79
105566,Lebedev Sergey Alexandrovich,@student_105566,28
105567,Mikhailov Dmitry Dmitrievich,@student_105567,98
105568,Popov Polina Dmitrievich,@student_105568,93
105569,Fedorov Alina Ivanovna,@student_105569,91
105570,Popov Egor Ivanovich,@student_105570,17
105571,Morozov Mikhail Petrovich,@student_105571,29
105572,Popov Elena Petrovich,@student_105572,2
105573,Fedorov Alexey Andreevich,@student_105573,68
105574,Sokolov Alexey Dmitrievna,@student_105574,4
105575,Smirnov Alexey Ivanovna,@student_105575,69
105576,Novikov Alexey Alexandrovich,@student_105576,14
105577,Popov Sergey Dmitrievna,@student_105577,75
105578,Volkov Sergey Ivanovich,@student_105578,3
105579,Volkov Victoria Sergeevich,@student_105579,88
105580,Sokolov Dmitry Alexandrovich,@student_105580,26
105581,Morozov Dmitry Sergeevich,@student_105581,72
105582,Kuznetsov Andrey Alexandrovna,@student_105582,94
105583,Mikhailov Ksenia Alexandrovna,@student_105583,59
105584,Volkov Ivan Ivanovich,@student_105584,89
105585,Sidorov Elena Andreevich,@student_105585,79
105586,Novikov Petr Alexandrovich,@student_105586,71
105587,Alekseev Ksenia Andreevna,@student_105587,96
105588,Alekseev Maria Alexandrovich,@student_105588,51
105589,Morozov Artem Alexandrovna,@student_105589,70
105590,Smirnov Victoria Alexandrovna,@student_105590,60
105591,Sidorov Sergey Alexandrovna,@student_105591,1
105592,Sokolov Daria Dmitrievich,@student_105592,87
105593,Sokolov Petr Alexandrovich,@student_105593,40
105594,Smirnov Victoria Andreevich,@student_105594,50
105595,Mikhailov Sergey Ivanovna,@student_105595,35
105596,Ivanov Artem Petrovna,@student_105596,11
105597,Morozov Sofia Alexandrovich,@student_105597,59
105598,Kuznetsov Daria Sergeevich,@student_105598,61
105599,Ivanov Ivan Dmitrievich,@student_105599,17
105600,Sokolov Dmitry Dmitrievich,@student_105600,9
105601,Alekseev Elena Dmitrievich,@student_105601,12
105602,Volkov Sofia Andreevna,@student_105602,18
105603,Popov Alexey Andreevich,@student_105603,16
105604,Ivanov Anna Mikhailovna,@student_105604,65
105605,Morozov Ksenia Mikhailovna,@student_105605,12
105606,Smirnov Daria Alexandrovna,@student_105606,78
105607,Fedorov Mikhail Andreevich,@student_105607,8
105608,Kuznetsov Dmitry Mikhailovna,@student_105608,9
105609,Popov Alina Mikhailovna,@student_105609,38
105610,Vasiliev Anna Alexandrovna,@student_105610,77
105611,Sokolov Nikita Andreevich,@student_105611,65
105612,Volkov Petr Dmitrievna,@student_105612,48
105613,Sidorov Petr Alexandrovich,@student_105613,25
105614,Petrov Andrey Alexandrovna,@student_105614,72
105615,Smirnov Sofia Mikhailovich,@student_105615,75
105616,Smirnov Petr Alexandrovich,@student_105616,100
105617,Mikhailov Petr Mikhailovna,@student_105617,83
105618,Mikhailov Elena Sergeevich,@student_105618,59
105619,Alekseev Artem Ivanovich,@student_105619,76
105620,Fedorov Elena Sergeevna,@student_105620,13
105621,Petrov Polina Alexandrovna,@student_105621,7
105622,Mikhailov Anna Alexandrovich,@student_105622,65
105623,Alekseev Ksenia Sergeevich,@student_105623,46
105624,Lebedev Sergey Alexandrovna,@student_105624,49
105625,Sokolov Andrey Andreevna,@student_105625,53
105626,Mikhailov Egor Petrovich,@student_105626,78
105627,Kuznetsov Sergey Dmitrievna,@student_105627,20
105628,Fedorov Egor Alexandrovna,@student_105628,5
105629,Morozov Sergey Andreevna,@student_105629,35
105630,Ivanov Egor Ivanovich,@student_105630,27
105631,Fedorov Maria Sergeevna,@student_105631,88
105632,Sokolov Anna Ivanovich,@student_105632,28
105633,Fedorov Petr Andreevich,@student_105633,13
105634,Volkov Maria Sergeevna,@student_105634,69
105635,Smirnov Ivan Andreevich,@student_105635,18
105636,Kuznetsov Mikhail Dmitrievna,@student_105636,32
105637,Sidorov Anastasia Ivanovich,@student_105637,20
105638,Popov Petr Andreevna,@student_105638,35
105639,Morozov Alexey Ivanovna,@student_105639,12
105640,Smirnov Artem Andreevna,@student_105640,30
105641,Morozov Petr Dmitrievich,@student_105641,61
105642,Sokolov Anna Sergeevna,@student_105642,7
105643,Fedorov Alina Dmitrievna,@student_105643,28
105644,Popov Anastasia Alexandrovna,@student_105644,94
105645,Alekseev Artem Petrovich,@student_105645,23
105646,Kuznetsov Ksenia Dmitrievich,@student_105646,36
105647,Volkov Dmitry Sergeevna,@student_105647,55
105648,Lebedev Egor Ivanovna,@student_105648,85
105649,Lebedev Elena Sergeevna,@student_105649,88
105650,Lebedev Elena Alexandrovich,@student_105650,64
105651,Smirnov Anna Mikhailovich,@student_105651,99
105652,Mikhailov Anastasia Alexandrovna,@student_105652,85
105653,Sidorov Polina Dmitrievich,@student_105653,58
105654,Sokolov Andrey Mikhailovna,@student_105654,88
105655,Mikhailov Ivan Sergeevich,@student_105655,22
105656,Lebedev Artem Ivanovich,@student_105656,59
105657,Lebedev Maria Mikhailovich,@student_105657,17
105658,Alekseev Alexey Mikhailovna,@student_105658,22
105659,Sidorov Mikhail Ivanovich,@student_105659,1
105660,Sidorov Sofia Alexandrovna,@student_105660,25
105661,Novikov Nikita Mikhailovich,@student_105661,33
105662,Alekseev Anna Ivanovna,@student_105662,86
105663,Novikov Alexey Sergeevich,@student_105663,34
105664,Petrov Sofia Mikhailovich,@student_105664,4
105665,Vasiliev Ksenia Andreevna,@student_105665,97
105666,Alekseev Daria Andreevna,@student_105666,96
105667,Novikov Artem Mikhailovna,@student_105667,41
105668,Sidorov Alexey Ivanovna,@student_105668,3
105669,Petrov Sergey Ivanovna,@student_105669,48
105670,Sokolov Anna Mikhailovna,@student_105670,21
105671,Sokolov Daria Dmitrievich,@student_105671,18
105672,Ivanov Mikhail Dmitrievich,@student_105672,19
105673,Kuznetsov Sofia Alexandrovna,@student_105673,52
105674,Ivanov Elena Sergeevich,@student_105674,5
105675,Mikhailov Artem Alexandrovich,@student_105675,97
105676,Petrov Petr Petrovna,@student_105676,42
105677,Volkov Ivan Andreevich,@student_105677,14
105678,Ivanov Egor Dmitrievna,@student_105678,15
105679,Volkov Anna Mikhailovich,@student_105679,93
105680,Kuznetsov Sergey Alexandrovna,@student_105680,10
105681,Alekseev Ksenia Mikhailovna,@student_105681,46
105682,Novikov Alina Petrovich,@student_105682,30
105683,Sokolov Daria Sergeevna,@student_105683,93
105684,Sokolov Dmitry Sergeevich,@student_105684,80
105685,Vasiliev Daria Ivanovna,@student_105685,82
105686,Smirnov Dmitry Dmitrievna,@student_105686,43
105687,Volkov Alexey Dmitrievich,@student_105687,96
105688,Volkov Petr Alexandrovna,@student_105688,6
105689,Petrov Alina Petrovich,@student_105689,30
105690,Sidorov Maria Ivanovich,@student_105690,29
105691,Kuznetsov Daria Mikhailovich,@student_105691,19
105692,Vasiliev Egor Alexandrovich,@student_105692,53
105693,Kuznetsov Mikhail Dmitrievna,@student_105693,25
105694,Kuznetsov Alexey Sergeevna,@student_105694,71
105695,Fedorov Dmitry Mikhailovich,@student_105695,29
105696,Morozov Mikhail Andreevich,@student_105696,45
105697,Morozov Elena Alexandrovna,@student_105697,43
105698,Volkov Alina Ivanovna,@student_105698,68
105699,Alekseev Ksenia Dmitrievich,@student_105699,72
105700,Vasiliev Alexey Andreevich,@student_105700,98
105701,Lebedev Polina Mikhailovna,@student_105701,57
105702,Morozov Dmitry Alexandrovich,@student_105702,17
105703,Lebedev Daria Mikhailovna,@student_105703,42
105704,Vasiliev Sofia Ivanovna,@student_105704,37
105705,Kuznetsov Anna Petrovich,@student_105705,18
105706,Ivanov Dmitry Sergeevich,@student_105706,7
105707,Ivanov Ksenia Sergeevich,@student_105707,56
105708,Petrov Victoria Dmitrievich,@student_105708,75
105709,Novikov Polina Petrovna,@student_105709,51
105710,Morozov Ksenia Andreevich,@student_105710,95
105711,Lebedev Elena Mikhailovna,@student_105711,10
105712,Mikhailov Sofia Andreevna,@student_105712,12
105713,Volkov Petr Andreevich,@student_105713,69
105714,Kuznetsov Ksenia Mikhailovna,@student_105714,16
105715,Smirnov Petr Sergeevna,@student_105715,89
105716,Novikov Alexey Sergeevich,@student_105716,3
105717,Sokolov Elena Sergeevich,@student_105717,85
105718,Smirnov Anna Sergeevna,@student_105718,54
105719,Sokolov Mikhail Mikhailovich,@student_105719,24
105720,Kuznetsov Polina Andreevna,@student_105720,85
105721,Kuznetsov Mikhail Ivanovich,@student_105721,27
105722,Mikhailov Andrey Dmitrievna,@student_105722,5
105723,Vasiliev Andrey Mikhailovich,@student_105723,2
105724,Vasiliev Polina Alexandrovna,@student_105724,25
105725,Vasiliev Sofia Mikhailovich,@student_105725,54
105726,Popov Ksenia Petrovna,@student_105726,96
105727,Morozov Nikita Alexandrovich,@student_105727,8
105728,Novikov Elena Alexandrovich,@student_105728,2
105729,Volkov Sergey Petrovna,@student_105729,5
105730,Ivanov Alina Sergeevna,@student_105730,0
105731,Petrov Egor Sergeevna,@student_105731,42
105732,Alekseev Sofia Petrovna,@student_105732,29
105733,Fedorov Alina Ivanovich,@student_105733,74
105734,Alekseev Artem Dmitrievna,@student_105734,36
105735,Sidorov Ksenia Alexandrovich,@student_105735,76
105736,Kuznetsov Nikita Sergeevna,@student_105736,34
105737,Volkov Ivan Ivanovich,@student_105737,8
105738,Smirnov Petr Andreevich,@student_105738,2
105739,Morozov Dmitry Mikhailovna,@student_105739,86
105740,Fedorov Polina Dmitrievna,@student_105740,85
105741,Mikhailov Daria Mikhailovich,@student_105741,63
105742,Popov Alexey Mikhailovna,@student_105742,70
105743,Fedorov Andrey Dmitrievna,@student_105743,52
105744,Petrov Anastasia Mikhailovna,@student_105744,87
105745,Sokolov Sergey Ivanovich,@student_105745,74
105746,Alekseev Alexey Sergeevna,@student_105746,2
105747,Morozov Ivan Mikhailovna,@student_105747,17
105748,Vasiliev Sofia Alexandrovna,@student_105748,36
105749,Lebedev Ivan Mikhailovich,@student_105749,99
105750,Kuznetsov Anna Mikhailovich,@student_105750,39
105751,Morozov Anna Sergeevna,@student_105751,52
105752,Lebedev Egor Alexandrovna,@student_105752,61
105753,Volkov Alina Dmitrievich,@student_105753,30
105754,Kuznetsov Egor Mikhailovich,@student_105754,0
105755,Alekseev Alina Petrovna,@student_105755,30
105756,Volkov Andrey Alexandrovich,@student_105756,100
105757,Alekseev Maria Sergeevich,@student_105757,12
105758,Lebedev Andrey Sergeevna,@student_105758,35
105759,Sokolov Anastasia Petrovna,@student_105759,43
105760,Vasiliev Sergey Ivanovna,@student_105760,57
105761,Petrov Artem Sergeevna,@student_105761,5
105762,Lebedev Alina Petrovna,@student_105762,1
105763,Sokolov Alina Ivanovich,@student_105763,79
105764,Volkov Petr Dmitrievich,@student_105764,73
105765,Alekseev Polina Ivanovna,@student_105765,60
105766,Sokolov Maria Dmitrievna,@student_105766,5
105767,Smirnov Petr Alexandrovna,@student_105767,73
105768,Ivanov Alexey Dmitrievich,@student_105768,24
105769,Sokolov Egor Andreevich,@student_105769,16
105770,Novikov Polina Petrovna,@student_105770,81
105771,Alekseev Ksenia Sergeevna,@student_105771,5
105772,Popov Artem Sergeevna,@student_105772,85
105773,Novikov Nikita Alexandrovna,@student_105773,70
105774,Morozov Maria Sergeevna,@student_105774,35
105775,Popov Andrey Dmitrievich,@student_105775,65
105776,Popov Alexey Ivanovich,@student_105776,86
105777,Vasiliev Maria Andreevna,@student_105777,11
105778,Lebedev Elena Petrovna,@student_105778,43
105779,Fedorov Sergey Alexandrovich,@student_105779,97
105780,Kuznetsov Elena Mikhailovna,@student_105780,59
105781,Kuznetsov Ksenia Alexandrovna,@student_105781,54
105782,Petrov Artem Mikhailovich,@student_105782,19
105783,Vasiliev Dmitry Sergeevna,@student_105783,43
105784,Fedorov Egor Sergeevna,@student_105784,74
105785,Sidorov Artem Dmitrievna,@student_105785,59
105786,Smirnov Ksenia Sergeevich,@student_105786,100
105787,Fedorov Mikhail Sergeevich,@student_105787,91
105788,Sokolov Ksenia Alexandrovna,@student_105788,6
105789,Fedorov Mikhail Andreevna,@student_105789,22
105790,Ivanov Sofia Ivanovna,@student_105790,56
105791,Smirnov Egor Mikhailovna,@student_105791,77
105792,Lebedev Mikhail Andreevna,@student_105792,38
105793,Lebedev Alina Sergeevich,@student_105793,98
105794,Novikov Polina Petrovna,@student_105794,21
105795,Lebedev Alexey Alexandrovna,@student_105795,21
105796,Morozov Artem Dmitrievich,@student_105796,23
105797,Kuznetsov Victoria Dmitrievna,@student_105797,67
105798,Novikov Artem Andreevna,@student_105798,27
105799,Lebedev Nikita Alexandrovich,@student_105799,48
105800,Morozov Elena Dmitrievna,@student_105800,9
105801,Sidorov Ksenia Mikhailovna,@student_105801,12
105802,Alekseev Andrey Mikhailovna,@student_105802,100
105803,Novikov Dmitry Alexandrovna,@student_105803,10
105804,Popov Daria Ivanovich,@student_105804,39
105805,Morozov Petr Andreevich,@student_105805,0
105806,Novikov Petr Dmitrievich,@student_105806,52
105807,Smirnov Sergey Alexandrovna,@student_105807,78
105808,Petrov Alina Mikhailovich,@student_105808,14
105809,Alekseev Mikhail Alexandrovich,@student_105809,14
105810,Alekseev Andrey Petrovna,@student_105810,24
105811,Alekseev Polina Ivanovna,@student_105811,34
105812,Novikov Egor Mikhailovna,@student_105812,68
105813,Ivanov Ksenia Sergeevich,@student_105813,30
105814,Vasiliev Sergey Mikhailovna,@student_105814,98
105815,Sidorov Mikhail Andreevich,@student_105815,67
105816,Mikhailov Sofia Ivanovich,@student_105816,51
105817,Smirnov Sergey Dmitrievna,@student_105817,14
105818,Ivanov Egor Dmitrievna,@student_105818,51
105819,Sidorov Polina Andreevich,@student_105819,71
105820,Smirnov Victoria Dmitrievich,@student_105820,98
105821,Popov Elena Ivanovna,@student_105821,7
105822,Petrov Artem Sergeevich,@student_105822,61
105823,Sidorov Maria Sergeevich,@student_105823,18
105824,Popov Maria Andreevich,@student_105824,35
105825,Popov Mikhail Andreevich,@student_105825,84
105826,Mikhailov Artem Dmitrievna,@student_105826,53
105827,Lebedev Maria Dmitrievich,@student_105827,56
105828,Morozov Sergey Sergeevich,@student_105828,60
105829,Alekseev Mikhail Ivanovna,@student_105829,66
105830,Novikov Alexey Andreevich,@student_105830,100
105831,Alekseev Polina Ivanovich,@student_105831,42
105832,Ivanov Mikhail Andreevna,@student_105832,39
105833,Sidorov Elena Dmitrievna,@student_105833,66
105834,Volkov Elena Petrovna,@student_105834,89
105835,Kuznetsov Egor Ivanovna,@student_105835,67
105836,Sokolov Artem Sergeevich,@student_105836,64
105837,Petrov Egor Andreevich,@student_105837,78
105838,Sokolov Ivan Ivanovna,@student_105838,21
105839,Popov Andrey Sergeevich,@student_105839,95
105840,Smirnov Anna Alexandrovna,@student_105840,36
105841,Lebedev Artem Mikhailovna,@student_105841,45
105842,Ivanov Alina Andreevna,@student_105842,97
105843,Petrov Ksenia Alexandrovich,@student_105843,85
105844,Lebedev Dmitry Andreevich,@student_105844,27
105845,Kuznetsov Maria Andreevich,@student_105845,66
105846,Fedorov Sergey Ivanovich,@student_105846,75
105847,Sidorov Dmitry Petrovna,@student_105847,26
105848,Sidorov Mikhail Ivanovna,@student_105848,85
105849,Lebedev Elena Andreevna,@student_105849,53
105850,Vasiliev Ksenia Alexandrovich,@student_105850,82
105851,Lebedev Nikita Petrovna,@student_105851,78
105852,Morozov Sergey Mikhailovna,@student_105852,50
105853,Ivanov Alexey Dmitrievna,@student_105853,43
105854,Petrov Anna Petrovna,@student_105854,8
105855,Popov Egor Dmitrievna,@student_105855,65
105856,Petrov Daria Andreevna,@student_105856,5
105857,Lebedev Petr Petrovna,@student_105857,35
105858,Fedorov Ksenia Alexandrovna,@student_105858,87
105859,Volkov Mikhail Mikhailovich,@student_105859,72
105860,Sidorov Maria Ivanovna,@student_105860,99
105861,Ivanov Petr Ivanovich,@student_105861,55
105862,Mikhailov Maria Dmitrievich,@student_105862,31
105863,Vasiliev Ivan Dmitrievna,@student_105863,5
105864,Fedorov Egor Mikhailovna,@student_105864,69
105865,Sokolov Elena Petrovich,@student_105865,18
105866,Sokolov Alina Alexandrovna,@student_105866,38
105867,Kuznetsov Anastasia Ivanovna,@student_105867,11
105868,Smirnov Ksenia Andreevna,@student_105868,91
105869,Ivanov Ksenia Petrovich,@student_105869,81
105870,Alekseev Nikita Sergeevich,@student_105870,72
105871,Petrov Maria Alexandrovich,@student_105871,42
